listing_id,suburb_original,suburb_canonical,sale_price_num,usable_area_num,price_per_m2,listing_type,bedrooms,flag_outlier_price,flag_outlier_m2
2560637634,Morretes,Morretes,650000.0,288,2256.9444444444443,terreno,0,0,0
2752504021,Meia Praia,Meia Praia,650000.0,40,16250.0,apartamento,1,0,0
2750502202,Morretes,Morretes,650000.0,288,2256.9444444444443,terreno,0,0,0
2746259694,Morretes,Morretes,650000.0,110,5909.090909090909,casa,2,0,0
2677491095,Morretes,Morretes,650000.0,283,2296.819787985866,terreno,0,0,0
2613519001,Morretes,Morretes,650000.0,67,9701.492537313432,apartamento,2,0,0
2721666437,Morretes,Morretes,650000.0,64,10156.25,apartamento,2,0,0
2714723207,Andorinha,Andorinha,650000.0,77,8441.558441558442,apartamento,2,0,0
2769150313,Jardim Praia Mar,Jardim Praiamar,650000.0,64,10156.25,apartamento,2,0,0
2761506470,Morretes,Morretes,650000.0,64,10156.25,apartamento,2,0,0
2701765503,Morretes,Morretes,650000.0,70,9285.714285714286,apartamento,2,0,0
2700574679,Morretes,Morretes,650000.0,288,2256.9444444444443,terreno,0,0,0
2763412621,Varzea,Varzea,650000.0,70,9285.714285714286,apartamento,2,0,0
2692570766,Casa Branca,Casa Branca,650000.0,80,8125.0,casa,3,0,0
2719039061,Jardim Praia Mar,Jardim Praiamar,650000.0,64,10156.25,apartamento,2,0,0
2710639195,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,650000.0,67,9701.492537313432,apartamento,2,0,0
2673068541,Morretes,Morretes,650000.0,70,9285.714285714286,casa,2,0,0
2646970880,Morretes,Morretes,650000.0,70,9285.714285714286,apartamento,2,0,0
2646969728,Morretes,Morretes,650000.0,72,9027.777777777777,apartamento,2,0,0
2703241339,Morretes,Morretes,650000.0,90,7222.222222222223,casa,2,0,0
2764632235,Morretes,Morretes,650000.0,66,9848.484848484848,apartamento,2,0,0
2598311479,Morretes,Morretes,650000.0,70,9285.714285714286,apartamento,2,0,0
2600725593,Morretes,Morretes,650000.0,69,9420.289855072464,apartamento,2,0,0
2689583420,Morretes,Morretes,650000.0,283,2296.819787985866,terreno,0,0,0
2656027791,Meia Praia,Meia Praia,650000.0,65,10000.0,apartamento,2,0,0
2745677036,Morretes,Morretes,650000.0,69,9420.289855072464,apartamento,2,0,0
2701901194,Morretes,Morretes,650000.0,70,9285.714285714286,casa,2,0,0
2740324799,Morretes,Morretes,650000.0,70,9285.714285714286,apartamento,2,0,0
2745680593,Morretes,Morretes,650000.0,110,5909.090909090909,casa,2,0,0
2749874117,Varzea,Varzea,650000.0,68,9558.823529411764,apartamento,2,0,0
2706252415,Morretes,Morretes,650000.0,65,10000.0,apartamento,2,0,0
2569333312,Morretes,Morretes,650000.0,65,10000.0,casa,2,0,0
2760158013,Centro,Centro,650000.0,60,10833.333333333334,apartamento,2,0,0
2696126805,Morretes,Morretes,650000.0,288,2256.9444444444443,terreno,0,0,0
2691776759,Morretes,Morretes,650000.0,80,8125.0,apartamento,2,0,0
2676663630,Morretes,Morretes,650000.0,66,9848.484848484848,apartamento,2,0,0
2476460689,Morretes,Morretes,650000.0,69,9420.289855072464,apartamento,2,0,0
2560637117,Morretes,Morretes,650000.0,288,2256.9444444444443,terreno,0,0,0
2749729840,Casa Branca,Casa Branca,650000.0,455,1428.5714285714287,terreno,0,0,0
2767583219,Castelo Branco,Castelo Branco,650000.0,85,7647.058823529412,apartamento,2,0,0
2694761812,Morretes,Morretes,650000.0,70,9285.714285714286,casa,2,0,0
2649967258,Morretes,Morretes,650000.0,64,10156.25,apartamento,2,0,0
2764895214,Itapema,Itapema,649895.0,69,9418.768115942028,apartamento,3,0,0
2770031278,Morretes,Morretes,649810.0,270,2406.703703703704,terreno,0,0,0
2766850721,Andorinha,Andorinha,649800.0,43,15111.627906976744,apartamento,1,0,0
2766853716,Varzea,Varzea,649800.0,70,9282.857142857143,apartamento,2,0,0
2770024408,Alto São Bento,Alto São Bento,649720.0,60,10828.666666666666,apartamento,2,0,0
2769840201,Morretes,Morretes,649650.0,67,9696.268656716418,apartamento,2,0,0
2754169609,Morretes,Morretes,649630.0,69,9414.927536231884,apartamento,2,0,0
2740881149,Morretes,Morretes,649630.0,68,9553.382352941177,apartamento,2,0,0
2746261400,Morretes,Morretes,649500.0,110,5904.545454545455,casa,2,0,0
2689593744,Morretes,Morretes,649500.0,80,8118.75,casa,3,0,0
2769180105,Morretes,Morretes,649340.0,61,10644.918032786885,apartamento,2,0,0
2770254037,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,649340.0,60,10822.333333333334,apartamento,2,0,0
2760744013,Meia Praia,Meia Praia,649220.0,67,9689.850746268658,apartamento,2,0,0
2769842396,Morretes,Morretes,649170.0,105,6182.571428571428,casa,3,0,0
2761484717,Morretes,Morretes,649020.0,77,8428.83116883117,apartamento,2,0,0
2743392492,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,649000.0,69,9405.797101449276,apartamento,2,0,0
2756065918,Morretes,Morretes,649000.0,68,9544.117647058823,apartamento,2,0,0
2770244720,Morretes,Morretes,649000.0,47,13808.510638297872,apartamento,1,0,0
2747203995,Morretes,Morretes,649000.0,66,9833.333333333334,apartamento,2,0,0
2748803916,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,649000.0,70,9271.42857142857,apartamento,2,0,0
2763499021,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,649000.0,69,9405.797101449276,apartamento,2,0,0
2769469835,Morretes,Morretes,648930.0,70,9270.42857142857,apartamento,3,0,0
2674728179,Morretes,Morretes,648000.0,62,10451.612903225807,apartamento,2,0,0
2752790994,Alto São Bento,Alto São Bento,647500.0,69,9384.057971014492,apartamento,2,0,0
2607405985,Morretes,Morretes,645000.0,73,8835.616438356165,apartamento,2,0,0
2634832363,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,645000.0,68,9485.29411764706,apartamento,2,0,0
2731155030,Jardim Praia Mar,Jardim Praiamar,643500.0,64,10054.6875,apartamento,2,0,0
2736815021,Morretes,Morretes,641186.0,69,9292.550724637682,apartamento,2,0,0
2652534564,Morretes,Morretes,641000.0,69,9289.855072463768,apartamento,3,0,0
2762266623,Morretes,Morretes,641000.0,70,9157.142857142857,apartamento,2,0,0
2634115178,Jardim Praia Mar,Jardim Praiamar,640923.0,67,9566.014925373134,apartamento,2,0,0
2749534294,Jardim Praia Mar,Jardim Praiamar,640640.0,70,9152.0,apartamento,2,0,0
2770103863,Morretes,Morretes,640200.0,68,9414.70588235294,apartamento,2,0,0
2729442754,Morretes,Morretes,640000.0,69,9275.36231884058,apartamento,2,0,0
2761331997,Morretes,Morretes,640000.0,65,9846.153846153846,apartamento,2,0,0
2611786500,Morretes,Morretes,640000.0,95,6736.8421052631575,casa,2,0,0
2763409837,Varzea,Varzea,640000.0,70,9142.857142857143,apartamento,2,0,0
2607159788,Morretes,Morretes,640000.0,95,6736.8421052631575,casa,2,0,0
2753757400,Morretes,Morretes,640000.0,68,9411.764705882353,apartamento,2,0,0
2573337525,Morretes,Morretes,640000.0,70,9142.857142857143,casa,2,0,0
2606897519,Tabuleiro dos Oliveiras,Tabuleiro dos Oliveiras,640000.0,70,9142.857142857143,apartamento,2,0,0
2718306376,Varzea,Varzea,640000.0,66,9696.969696969696,apartamento,2,0,0
2601284466,Morretes,Morretes,640000.0,95,6736.8421052631575,casa,2,0,0
2758866719,Morretes,Morretes,640000.0,66,9696.969696969696,apartamento,2,0,0
2766854217,Morretes,Morretes,634800.0,66,9618.181818181818,apartamento,2,0,0
2767583565,Varzea,Varzea,634177.0,70,9059.671428571428,apartamento,2,0,0
2769841525,Morretes,Morretes,633390.0,65,9744.461538461539,apartamento,2,0,0
2766853228,Morretes,Morretes,632800.0,70,9040.0,apartamento,2,0,0
2736157331,Meia Praia,Meia Praia,632000.0,58,10896.551724137931,apartamento,1,0,0
2701235709,Morretes,Morretes,630001.0,100,6300.01,casa,3,0,0
2633099563,Alto São Bento,Alto São Bento,630000.0,60,10500.0,apartamento,2,0,0
2655111502,Morretes,Morretes,630000.0,306,2058.823529411765,terreno,0,0,0
2702951379,Morretes,Morretes,630000.0,100,6300.0,apartamento,3,0,0
2694762132,Morretes,Morretes,630000.0,306,2058.823529411765,terreno,0,0,0
2694434711,Morretes,Morretes,630000.0,85,7411.764705882353,casa,2,0,0
